,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
452,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
453,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
454,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
455,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
456,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
457,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
458,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
459,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
460,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
461,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
462,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
463,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Ruth's Chris Steak House,43.6499174,-79.3857238,Steakhouse
464,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
465,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
466,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Hilton,43.6499459,-79.385479,Hotel
467,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
468,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
469,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Maman,43.64830873804684,-79.38225333898805,Café
470,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
471,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Hilton Toronto Executive Lounge,43.650363125865155,-79.38580184119992,Breakfast Spot
472,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Momofuku Noodle Bar,43.6493658716176,-79.38621652451032,Noodle House
473,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
474,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
475,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,King Taps,43.648475974183,-79.38205778358744,Gastropub
476,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
477,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Kojin,43.64939770725357,-79.38609106624851,Colombian Restaurant
478,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
479,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Reds Wine Tavern,43.64957038171473,-79.38212873483711,Gastropub
480,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,The Burger's Priest,43.648476440165176,-79.38737257506915,Burger Joint
481,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
482,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
483,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
484,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
485,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Pi Co.,43.648651,-79.385874,Pizza Place
486,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
487,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
488,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
489,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,The Rex Hotel Jazz & Blues Bar,43.65050475544005,-79.38857723389897,Jazz Club
490,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
491,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Drake One Fifty,43.64973478218314,-79.38416200344601,Bar
492,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Civello Salon & Spa,43.6500197743058,-79.38940017059696,Salon / Barbershop
493,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
494,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
495,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
496,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
497,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
498,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Essential Beauty Bar,43.65051268683632,-79.38802119167447,Cosmetics Shop
499,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
500,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Starbucks,43.650751,-79.388047,Coffee Shop
501,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Canoe,43.647452066183476,-79.38132001815676,Restaurant
502,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
503,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,HotBlack Coffee,43.65036434800487,-79.38866907575726,Coffee Shop
504,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
505,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Starbucks,43.646731,-79.383951,Coffee Shop
506,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Hakata Ikkousha Ramen,43.650299,-79.388753,Ramen Restaurant
507,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Indigo,43.65351471121164,-79.38069591056922,Bookstore
508,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
509,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Royal Alexandra Theatre,43.647255,-79.38753,Theater
510,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Dineen Coffee,43.650497,-79.378765,Café
511,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
512,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Planta Queen,43.650622,-79.388154,Vegetarian / Vegan Restaurant
513,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Bannock,43.652101173138405,-79.38117828399939,Restaurant
514,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
515,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Starbucks,43.64902831957521,-79.38159290007317,Coffee Shop
516,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
517,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
518,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Queen Mother Cafe,43.650401,-79.389156,Thai Restaurant
519,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Little India Restaurant,43.65031880877208,-79.38899760320798,Indian Restaurant
520,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
521,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Apple Eaton Centre,43.6529953,-79.3804454,Electronics Store
522,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
523,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,CF Toronto Eaton Centre,43.65408341658148,-79.38071587300311,Shopping Mall
524,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,SEPHORA,43.653688,-79.38012,Cosmetics Shop
525,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,LUSH,43.653557,-79.3804,Cosmetics Shop
526,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
527,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,GoodLife Fitness Toronto Bell Trinity Centre,43.653436,-79.382314,Gym
528,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Leña,43.651722,-79.379205,Latin American Restaurant
529,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,The Underground Dance Centre,43.64974018262459,-79.38804462470118,Dance Studio
530,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Bymark,43.647217284018005,-79.38125188166379,Restaurant
531,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Five Guys,43.648952917114954,-79.38148110862167,Burger Joint
532,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
533,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Forno Cultura,43.648532894220665,-79.38253494049307,Bakery
534,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,HomeSense,43.6530533,-79.3794496,Furniture / Home Store
535,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Papyrus,43.64819540954937,-79.3813921854217,Gift Shop
536,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Topshop,43.65225092432807,-79.3802210071282,Women's Store
537,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,First Canadian Place,43.64848212292913,-79.38244342803955,Building
538,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Victoria's Secret,43.65320588119187,-79.38052200729167,Lingerie Store
539,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Poke Guys,43.65489527525682,-79.38505238381624,Poke Place
540,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
541,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
542,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
543,"Adelaide,King,Richmond",43.65057120000001,-79.3845675,Roots,43.65361341708363,-79.38024401664734,Clothing Store
544,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,The Greater Good Bar,43.669409,-79.439267,Bar
545,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,Parallel,43.66951635632503,-79.43872770646192,Middle Eastern Restaurant
546,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,FreshCo,43.66791838591585,-79.44075425394298,Grocery Store
547,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,Blood Brothers Brewing,43.66994369492681,-79.43653285503387,Brewery
548,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,Planet Fitness,43.66758797288865,-79.44257365441428,Gym / Fitness Center
549,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
550,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,Nova Era Bakery,43.66988647609785,-79.43758190821525,Bakery
551,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,Rehearsal Factory,43.66887675155326,-79.44360330056674,Music Venue
552,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,The Sovereign,43.673115708192206,-79.44026498681781,Café
553,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,TD Canada Trust,43.6679341,-79.4416984,Bank
554,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,Food Basics,43.66683479434923,-79.446812421531,Supermarket
555,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,Rexall,43.667504,-79.442086,Pharmacy
556,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,Shoppers Drug Mart,43.666745,-79.447446,Pharmacy
557,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,Wallace Emerson Park,43.66693250395496,-79.4394486237563,Park
558,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,The Brick,43.66912616885337,-79.44025978782156,Furniture / Home Store
559,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,McDonald's,43.66792426071286,-79.4391039216631,Fast Food Restaurant
560,"Dovercourt Village,Dufferin",43.66900510000001,-79.4422593,Stop BBQ Chicken,43.665923081653766,-79.43804189355156,Brazilian Restaurant
561,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
562,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
563,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,iQ Food Co,43.642851,-79.382081,Salad Place
564,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
565,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
566,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
567,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
568,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,BeaverTails,43.639736,-79.380068,Dessert Shop
569,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
570,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
571,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
572,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
573,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
574,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
575,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
576,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
577,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Boxcar Social,43.63831906511549,-79.38246311921247,Café
578,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
579,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Real Sports Bar & Grill,43.64255846521551,-79.37996506690979,Sports Bar
580,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Miku,43.64137436,-79.37753063,Japanese Restaurant
581,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
582,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,SOCO Kitchen+Bar,43.64280448399251,-79.38392149415381,Bistro
583,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
584,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
585,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
586,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
587,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
588,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,TELUS,43.64331243103257,-79.38099939294844,IT Services
589,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
590,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
591,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
592,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
593,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
594,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,PawsWay,43.63859915782706,-79.38499178154079,Event Space
595,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
596,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Steam Whistle Brewing,43.641751628677554,-79.38708862583252,Brewery
597,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Ray Bay,43.642323,-79.38593,Aquarium
598,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Kinton Ramen,43.641663,-79.37907,Ramen Restaurant
599,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Sky Pod,43.64256148814412,-79.38703777833165,Scenic Lookout
600,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Rogers Centre,43.64175329733295,-79.38714957057036,Baseball Stadium
601,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
602,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
603,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Dangerous Lagoon,43.64233,-79.385925,Aquarium
604,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
605,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Booster Juice,43.64322536,-79.3812383,Juice Bar
606,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,CN Tower,43.642535570189125,-79.38718187733883,Monument / Landmark
607,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
608,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366,Restaurant
609,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
610,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,The Rec Room,43.641109851662456,-79.38676279808568,Bar
611,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
612,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
613,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
614,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
615,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
616,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Subway,43.6397080530486,-79.38344130418051,Sandwich Place
617,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
618,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
619,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
620,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
621,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
622,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,360 Restaurant,43.642537317144566,-79.38704201569328,Wine Bar
623,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
624,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Rainbow Reef,43.64226,-79.385994,Aquarium
625,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Starbucks,43.64309,-79.383071,Coffee Shop
626,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Tim Hortons,43.6387246,-79.3863403,Coffee Shop
627,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
628,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Starbucks,43.640257,-79.381731,Coffee Shop
629,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
630,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
631,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Radisson Admiral Hotel Toronto-Harbourfront,43.6386727,-79.3857168,Hotel
632,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,McCafé,43.644490691919735,-79.38110912246584,Café
633,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Kellys Landing,43.64500578241027,-79.3826604817129,Restaurant
634,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
635,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
636,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
637,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Toronto Railway Museum,43.64074506722835,-79.38598104134535,History Museum
638,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Panago,43.64251764051932,-79.38359138522554,Pizza Place
639,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Glass Floor,43.642643117348996,-79.38694780301735,Scenic Lookout
640,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
641,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
642,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Chipotle Mexican Grill,43.64489,-79.38305,Mexican Restaurant
643,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Dollarama,43.641765,-79.379589,Discount Store
644,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
645,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Starbucks,43.644580752794965,-79.38167197782931,Coffee Shop
646,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Union Food Court,43.644596060712175,-79.3811995633232,Food Court
647,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Starbucks,43.64510181136508,-79.38360972232998,Coffee Shop
648,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Sushi Shop,43.643485,-79.38096,Restaurant
649,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
650,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Canadian Waters,43.64210325443365,-79.3862534013201,Aquarium
651,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,The Danish Pastry House,43.64526188121351,-79.38084966956498,Bakery
652,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
653,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
654,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Jays Shop Stadium Edition,43.64172087102789,-79.38712659895614,Sporting Goods Shop
655,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
656,"Harbourfront East,Toronto Islands,Union Station",43.6408157,-79.38175229999997,Toronto Blue Jays Box Office,43.64241616569043,-79.38586232130253,Baseball Stadium
